,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
29,2015,4,mercedes,119.0,2.0,1.0
30,2015,4,ferrari,79.0,1.0,2.0
31,2015,4,williams,48.0,0.0,3.0
32,2015,4,red_bull,13.0,0.0,5.0
33,2015,4,sauber,19.0,0.0,4.0
34,2015,4,lotus_f1,6.0,0.0,8.0
35,2015,4,toro_rosso,12.0,0.0,6.0
36,2015,4,force_india,7.0,0.0,7.0
37,2015,4,mclaren,0.0,0.0,9.0
38,2015,4,manor,0.0,0.0,10.0
39,2015,5,mercedes,159.0,3.0,1.0
40,2015,5,ferrari,107.0,1.0,2.0
41,2015,5,williams,61.0,0.0,3.0
42,2015,5,red_bull,23.0,0.0,4.0
43,2015,5,sauber,19.0,0.0,5.0
44,2015,5,lotus_f1,12.0,0.0,6.0
45,2015,5,toro_rosso,12.0,0.0,7.0
46,2015,5,force_india,11.0,0.0,8.0
47,2015,5,mclaren,0.0,0.0,9.0
48,2015,5,manor,0.0,0.0,10.0
49,2015,6,mercedes,202.0,4.0,1.0
50,2015,6,ferrari,132.0,1.0,2.0
51,2015,6,williams,81.0,0.0,3.0
52,2015,6,red_bull,30.0,0.0,4.0
53,2015,6,sauber,19.0,0.0,5.0
54,2015,6,force_india,11.0,0.0,8.0
55,2015,6,lotus_f1,16.0,0.0,6.0
56,2015,6,toro_rosso,14.0,0.0,7.0
57,2015,6,mclaren,0.0,0.0,9.0
58,2015,6,manor,0.0,0.0,10.0
59,2015,7,mercedes,242.0,5.0,1.0
60,2015,7,ferrari,158.0,1.0,2.0
61,2015,7,williams,81.0,0.0,3.0
62,2015,7,red_bull,52.0,0.0,4.0
63,2015,7,lotus_f1,16.0,0.0,7.0
64,2015,7,sauber,21.0,0.0,5.0
65,2015,7,force_india,17.0,0.0,6.0
66,2015,7,toro_rosso,15.0,0.0,8.0
67,2015,7,mclaren,4.0,0.0,9.0
68,2015,7,manor,0.0,0.0,10.0
69,2015,8,mercedes,285.0,6.0,1.0
70,2015,8,ferrari,180.0,1.0,2.0
71,2015,8,williams,104.0,0.0,3.0
72,2015,8,red_bull,54.0,0.0,4.0
73,2015,8,force_india,21.0,0.0,7.0
74,2015,8,lotus_f1,23.0,0.0,5.0
75,2015,8,sauber,21.0,0.0,6.0
76,2015,8,toro_rosso,15.0,0.0,8.0
77,2015,8,mclaren,4.0,0.0,9.0
78,2015,8,manor,0.0,0.0,10.0
79,2015,9,mercedes,328.0,7.0,1.0
80,2015,9,ferrari,192.0,1.0,2.0
81,2015,9,williams,129.0,0.0,3.0
82,2015,9,red_bull,55.0,0.0,4.0
83,2015,9,force_india,31.0,0.0,5.0
84,2015,9,lotus_f1,29.0,0.0,6.0
85,2015,9,sauber,21.0,0.0,7.0
86,2015,9,toro_rosso,19.0,0.0,8.0
87,2015,9,mclaren,4.0,0.0,9.0
88,2015,9,manor,0.0,0.0,10.0
89,2015,10,mercedes,371.0,8.0,1.0
90,2015,10,ferrari,211.0,1.0,2.0
91,2015,10,williams,151.0,0.0,3.0
92,2015,10,red_bull,63.0,0.0,4.0
93,2015,10,force_india,39.0,0.0,5.0
94,2015,10,lotus_f1,29.0,0.0,6.0
95,2015,10,toro_rosso,19.0,0.0,8.0
96,2015,10,sauber,21.0,0.0,7.0
97,2015,10,mclaren,5.0,0.0,9.0
98,2015,10,manor,0.0,0.0,10.0
99,2015,11,mercedes,383.0,8.0,1.0
100,2015,11,ferrari,236.0,2.0,2.0
101,2015,11,williams,151.0,0.0,3.0
102,2015,11,red_bull,96.0,0.0,4.0
103,2015,11,lotus_f1,35.0,0.0,6.0
104,2015,11,force_india,39.0,0.0,5.0
105,2015,11,toro_rosso,31.0,0.0,7.0
106,2015,11,sauber,22.0,0.0,8.0
107,2015,11,mclaren,17.0,0.0,9.0
108,2015,11,manor,0.0,0.0,10.0
109,2015,12,mercedes,426.0,9.0,1.0
110,2015,12,ferrari,242.0,2.0,2.0
111,2015,12,williams,161.0,0.0,3.0
112,2015,12,red_bull,108.0,0.0,4.0
113,2015,12,force_india,49.0,0.0,6.0
114,2015,12,lotus_f1,50.0,0.0,5.0
115,2015,12,toro_rosso,35.0,0.0,7.0
116,2015,12,sauber,23.0,0.0,8.0
117,2015,12,mclaren,17.0,0.0,9.0
118,2015,12,manor,0.0,0.0,10.0
119,2015,13,mercedes,451.0,10.0,1.0
120,2015,13,ferrari,270.0,2.0,2.0
121,2015,13,williams,188.0,0.0,3.0
122,2015,13,red_bull,113.0,0.0,4.0
123,2015,13,force_india,63.0,0.0,5.0
124,2015,13,lotus_f1,50.0,0.0,6.0
125,2015,13,toro_rosso,35.0,0.0,7.0
126,2015,13,sauber,25.0,0.0,8.0
127,2015,13,mclaren,17.0,0.0,9.0
128,2015,13,manor,0.0,0.0,10.0
129,2015,14,mercedes,463.0,10.0,1.0
130,2015,14,ferrari,310.0,3.0,2.0
131,2015,14,williams,198.0,0.0,3.0
132,2015,14,red_bull,139.0,0.0,4.0
133,2015,14,force_india,69.0,0.0,5.0
134,2015,14,lotus_f1,50.0,0.0,6.0
135,2015,14,toro_rosso,41.0,0.0,7.0
136,2015,14,sauber,26.0,0.0,8.0
137,2015,14,mclaren,17.0,0.0,9.0
138,2015,14,manor,0.0,0.0,10.0
139,2015,15,mercedes,506.0,11.0,1.0
140,2015,15,ferrari,337.0,3.0,2.0
141,2015,15,williams,208.0,0.0,3.0
142,2015,15,red_bull,139.0,0.0,4.0
143,2015,15,force_india,77.0,0.0,5.0
144,2015,15,lotus_f1,60.0,0.0,6.0
145,2015,15,toro_rosso,44.0,0.0,7.0
146,2015,15,sauber,26.0,0.0,8.0
147,2015,15,mclaren,17.0,0.0,9.0
148,2015,15,manor,0.0,0.0,10.0
149,2015,16,mercedes,531.0,12.0,1.0
150,2015,16,ferrari,359.0,3.0,2.0
151,2015,16,williams,220.0,0.0,3.0
152,2015,16,red_bull,149.0,0.0,4.0
153,2015,16,force_india,92.0,0.0,5.0
154,2015,16,lotus_f1,66.0,0.0,6.0
155,2015,16,toro_rosso,45.0,0.0,7.0
156,2015,16,sauber,34.0,0.0,8.0
157,2015,16,mclaren,19.0,0.0,9.0
158,2015,16,manor,0.0,0.0,10.0
159,2015,17,mercedes,574.0,13.0,1.0
160,2015,17,ferrari,374.0,3.0,2.0
161,2015,17,williams,220.0,0.0,3.0
162,2015,17,red_bull,150.0,0.0,4.0
163,2015,17,force_india,102.0,0.0,5.0
164,2015,17,lotus_f1,70.0,0.0,6.0
165,2015,17,toro_rosso,63.0,0.0,7.0
166,2015,17,sauber,36.0,0.0,8.0
167,2015,17,mclaren,27.0,0.0,9.0
168,2015,17,manor,0.0,0.0,10.0
169,2015,18,mercedes,617.0,14.0,1.0
170,2015,18,ferrari,374.0,3.0,2.0
171,2015,18,williams,243.0,0.0,3.0
172,2015,18,red_bull,172.0,0.0,4.0
173,2015,18,force_india,112.0,0.0,5.0
174,2015,18,lotus_f1,71.0,0.0,6.0
175,2015,18,toro_rosso,65.0,0.0,7.0
176,2015,18,sauber,36.0,0.0,8.0
177,2015,18,mclaren,27.0,0.0,9.0
178,2015,18,manor,0.0,0.0,10.0
179,2015,19,mercedes,660.0,15.0,1.0
180,2015,19,ferrari,401.0,3.0,2.0
181,2015,19,williams,253.0,0.0,3.0
182,2015,19,red_bull,178.0,0.0,4.0
183,2015,19,force_india,120.0,0.0,5.0
184,2015,19,lotus_f1,76.0,0.0,6.0
185,2015,19,toro_rosso,67.0,0.0,7.0
186,2015,19,sauber,36.0,0.0,8.0
187,2015,19,mclaren,27.0,0.0,9.0
188,2015,19,manor,0.0,0.0,10.0
189,2016,1,mercedes,0.0,0.0,0.0
190,2016,1,ferrari,0.0,0.0,0.0
191,2016,1,williams,0.0,0.0,0.0
192,2016,1,red_bull,0.0,0.0,0.0
193,2016,1,haas,0.0,0.0,0.0
194,2016,1,force_india,0.0,0.0,0.0
195,2016,1,toro_rosso,0.0,0.0,0.0
196,2016,1,renault,0.0,0.0,0.0
197,2016,1,mclaren,0.0,0.0,0.0
198,2016,1,sauber,0.0,0.0,0.0
199,2016,1,manor,0.0,0.0,0.0
200,2016,2,mercedes,43.0,1.0,1.0
201,2016,2,ferrari,15.0,0.0,2.0
202,2016,2,red_bull,12.0,0.0,4.0
203,2016,2,williams,14.0,0.0,3.0
204,2016,2,haas,8.0,0.0,5.0
205,2016,2,toro_rosso,3.0,0.0,7.0
206,2016,2,force_india,6.0,0.0,6.0
207,2016,2,mclaren,0.0,0.0,9.0
208,2016,2,renault,0.0,0.0,8.0
209,2016,2,sauber,0.0,0.0,10.0
210,2016,2,manor,0.0,0.0,11.0
211,2016,3,mercedes,83.0,2.0,1.0
212,2016,3,ferrari,33.0,0.0,2.0
213,2016,3,red_bull,30.0,0.0,3.0
214,2016,3,williams,20.0,0.0,4.0
215,2016,3,haas,18.0,0.0,5.0
216,2016,3,toro_rosso,11.0,0.0,6.0
217,2016,3,force_india,6.0,0.0,7.0
218,2016,3,mclaren,1.0,0.0,8.0
219,2016,3,renault,0.0,0.0,9.0
220,2016,3,sauber,0.0,0.0,10.0
221,2016,3,manor,0.0,0.0,11.0
222,2016,4,mercedes,114.0,3.0,1.0
223,2016,4,ferrari,61.0,0.0,2.0
224,2016,4,red_bull,57.0,0.0,3.0
225,2016,4,williams,29.0,0.0,4.0
226,2016,4,haas,18.0,0.0,5.0
227,2016,4,toro_rosso,17.0,0.0,6.0
228,2016,4,mclaren,1.0,0.0,8.0
229,2016,4,force_india,6.0,0.0,7.0
230,2016,4,renault,0.0,0.0,9.0
231,2016,4,sauber,0.0,0.0,10.0
232,2016,4,manor,0.0,0.0,11.0
233,2016,5,mercedes,157.0,4.0,1.0
234,2016,5,ferrari,76.0,0.0,2.0
235,2016,5,red_bull,57.0,0.0,3.0
236,2016,5,williams,51.0,0.0,4.0
237,2016,5,toro_rosso,17.0,0.0,6.0
238,2016,5,haas,22.0,0.0,5.0
239,2016,5,force_india,8.0,0.0,8.0
240,2016,5,mclaren,10.0,0.0,7.0
241,2016,5,renault,6.0,0.0,9.0
242,2016,5,sauber,0.0,0.0,10.0
243,2016,5,manor,0.0,0.0,11.0
244,2016,6,mercedes,157.0,4.0,1.0
245,2016,6,ferrari,109.0,0.0,2.0
246,2016,6,red_bull,94.0,1.0,3.0
247,2016,6,williams,65.0,0.0,4.0
248,2016,6,force_india,14.0,0.0,7.0
249,2016,6,toro_rosso,26.0,0.0,5.0
250,2016,6,mclaren,12.0,0.0,8.0
251,2016,6,haas,22.0,0.0,6.0
252,2016,6,renault,6.0,0.0,9.0
253,2016,6,sauber,0.0,0.0,10.0
254,2016,6,manor,0.0,0.0,11.0
255,2016,7,mercedes,188.0,5.0,1.0
256,2016,7,ferrari,121.0,0.0,2.0
257,2016,7,red_bull,112.0,1.0,3.0
258,2016,7,williams,66.0,0.0,4.0
259,2016,7,force_india,37.0,0.0,5.0
260,2016,7,toro_rosso,30.0,0.0,6.0
261,2016,7,mclaren,24.0,0.0,7.0
262,2016,7,haas,22.0,0.0,8.0
263,2016,7,renault,6.0,0.0,9.0
264,2016,7,sauber,0.0,0.0,10.0
265,2016,7,manor,0.0,0.0,11.0
266,2016,8,mercedes,223.0,6.0,1.0
267,2016,8,ferrari,147.0,0.0,2.0
268,2016,8,red_bull,130.0,1.0,3.0
269,2016,8,williams,81.0,0.0,4.0
270,2016,8,force_india,42.0,0.0,5.0
271,2016,8,toro_rosso,32.0,0.0,6.0
272,2016,8,mclaren,24.0,0.0,7.0
273,2016,8,haas,22.0,0.0,8.0
274,2016,8,renault,6.0,0.0,9.0
275,2016,8,sauber,0.0,0.0,10.0
276,2016,8,manor,0.0,0.0,11.0
277,2016,9,mercedes,258.0,7.0,1.0
278,2016,9,ferrari,177.0,0.0,2.0
279,2016,9,red_bull,140.0,1.0,3.0
280,2016,9,williams,90.0,0.0,4.0
281,2016,9,force_india,59.0,0.0,5.0
282,2016,9,toro_rosso,32.0,0.0,6.0
283,2016,9,mclaren,24.0,0.0,7.0
284,2016,9,haas,22.0,0.0,8.0
285,2016,9,renault,6.0,0.0,9.0
286,2016,9,manor,0.0,0.0,11.0
287,2016,9,sauber,0.0,0.0,10.0
288,2016,10,mercedes,295.0,8.0,1.0
289,2016,10,ferrari,192.0,0.0,2.0
290,2016,10,red_bull,168.0,1.0,3.0
291,2016,10,williams,92.0,0.0,4.0
292,2016,10,force_india,59.0,0.0,5.0
293,2016,10,toro_rosso,36.0,0.0,6.0
294,2016,10,mclaren,32.0,0.0,7.0
295,2016,10,haas,28.0,0.0,8.0
296,2016,10,renault,6.0,0.0,9.0
297,2016,10,manor,1.0,0.0,10.0
298,2016,10,sauber,0.0,0.0,11.0
299,2016,11,mercedes,335.0,9.0,1.0
300,2016,11,ferrari,204.0,0.0,2.0
301,2016,11,red_bull,198.0,1.0,3.0
302,2016,11,williams,92.0,0.0,4.0
303,2016,11,force_india,73.0,0.0,5.0
304,2016,11,toro_rosso,41.0,0.0,6.0
305,2016,11,mclaren,32.0,0.0,7.0
306,2016,11,haas,28.0,0.0,8.0
307,2016,11,renault,6.0,0.0,9.0
308,2016,11,manor,1.0,0.0,10.0
309,2016,11,sauber,0.0,0.0,11.0
310,2016,12,mercedes,378.0,10.0,1.0
311,2016,12,red_bull,223.0,1.0,3.0
312,2016,12,ferrari,224.0,0.0,2.0
313,2016,12,williams,94.0,0.0,4.0
314,2016,12,force_india,74.0,0.0,5.0
315,2016,12,toro_rosso,45.0,0.0,6.0
316,2016,12,mclaren,38.0,0.0,7.0
317,2016,12,haas,28.0,0.0,8.0
318,2016,12,renault,6.0,0.0,9.0
319,2016,12,manor,1.0,0.0,10.0
320,2016,12,sauber,0.0,0.0,11.0
321,2016,13,mercedes,415.0,11.0,1.0
322,2016,13,red_bull,256.0,1.0,2.0
323,2016,13,ferrari,242.0,0.0,3.0
324,2016,13,force_india,81.0,0.0,5.0
325,2016,13,williams,96.0,0.0,4.0
326,2016,13,mclaren,42.0,0.0,7.0
327,2016,13,toro_rosso,45.0,0.0,6.0
328,2016,13,haas,28.0,0.0,8.0
329,2016,13,renault,6.0,0.0,9.0
330,2016,13,manor,1.0,0.0,10.0
331,2016,13,sauber,0.0,0.0,11.0
332,2016,14,mercedes,455.0,12.0,1.0
333,2016,14,red_bull,274.0,1.0,2.0
334,2016,14,ferrari,252.0,0.0,3.0
335,2016,14,williams,101.0,0.0,5.0
336,2016,14,force_india,103.0,0.0,4.0
337,2016,14,mclaren,48.0,0.0,6.0
338,2016,14,toro_rosso,45.0,0.0,7.0
339,2016,14,haas,28.0,0.0,8.0
340,2016,14,renault,6.0,0.0,9.0
341,2016,14,manor,1.0,0.0,10.0
342,2016,14,sauber,0.0,0.0,11.0
343,2016,15,mercedes,498.0,13.0,1.0
344,2016,15,red_bull,290.0,1.0,2.0
345,2016,15,ferrari,279.0,0.0,3.0
346,2016,15,force_india,108.0,0.0,5.0
347,2016,15,williams,111.0,0.0,4.0
348,2016,15,mclaren,48.0,0.0,6.0
349,2016,15,toro_rosso,45.0,0.0,7.0
350,2016,15,haas,28.0,0.0,8.0
351,2016,15,renault,6.0,0.0,9.0
352,2016,15,manor,1.0,0.0,10.0
353,2016,15,sauber,0.0,0.0,11.0
354,2016,16,mercedes,538.0,14.0,1.0
355,2016,16,red_bull,316.0,1.0,2.0
356,2016,16,ferrari,301.0,0.0,3.0
357,2016,16,force_india,112.0,0.0,4.0
358,2016,16,williams,111.0,0.0,5.0
359,2016,16,mclaren,54.0,0.0,6.0
360,2016,16,toro_rosso,47.0,0.0,7.0
361,2016,16,haas,28.0,0.0,8.0
362,2016,16,renault,7.0,0.0,9.0
363,2016,16,manor,1.0,0.0,10.0
364,2016,16,sauber,0.0,0.0,11.0
365,2016,17,mercedes,553.0,14.0,1.0
366,2016,17,red_bull,359.0,2.0,2.0
367,2016,17,ferrari,313.0,0.0,3.0
368,2016,17,force_india,124.0,0.0,4.0
369,2016,17,williams,121.0,0.0,5.0
370,2016,17,mclaren,62.0,0.0,6.0
371,2016,17,toro_rosso,47.0,0.0,7.0
372,2016,17,haas,28.0,0.0,8.0
373,2016,17,renault,8.0,0.0,9.0
374,2016,17,manor,1.0,0.0,10.0
375,2016,17,sauber,0.0,0.0,11.0
376,2016,18,mercedes,593.0,15.0,1.0
377,2016,18,red_bull,385.0,2.0,2.0
378,2016,18,ferrari,335.0,0.0,3.0
379,2016,18,force_india,134.0,0.0,4.0
380,2016,18,williams,124.0,0.0,5.0
381,2016,18,mclaren,62.0,0.0,6.0
382,2016,18,toro_rosso,47.0,0.0,7.0
383,2016,18,haas,28.0,0.0,8.0
384,2016,18,renault,8.0,0.0,9.0
385,2016,18,manor,1.0,0.0,10.0
386,2016,18,sauber,0.0,0.0,11.0
387,2016,19,mercedes,636.0,16.0,1.0
388,2016,19,red_bull,400.0,2.0,2.0
389,2016,19,ferrari,347.0,0.0,3.0
390,2016,19,force_india,138.0,0.0,4.0
391,2016,19,williams,130.0,0.0,5.0
392,2016,19,mclaren,74.0,0.0,6.0
393,2016,19,toro_rosso,55.0,0.0,7.0
394,2016,19,haas,29.0,0.0,8.0
395,2016,19,renault,8.0,0.0,9.0
396,2016,19,manor,1.0,0.0,10.0
397,2016,19,sauber,0.0,0.0,11.0
398,2016,20,mercedes,679.0,17.0,1.0
399,2016,20,red_bull,427.0,2.0,2.0
400,2016,20,ferrari,365.0,0.0,3.0
401,2016,20,force_india,145.0,0.0,4.0
402,2016,20,williams,136.0,0.0,5.0
403,2016,20,mclaren,74.0,0.0,6.0
404,2016,20,toro_rosso,55.0,0.0,7.0
405,2016,20,haas,29.0,0.0,8.0
406,2016,20,renault,8.0,0.0,9.0
407,2016,20,sauber,0.0,0.0,11.0
408,2016,20,manor,1.0,0.0,10.0
409,2016,21,mercedes,722.0,18.0,1.0
410,2016,21,red_bull,446.0,2.0,2.0
411,2016,21,ferrari,375.0,0.0,3.0
412,2016,21,force_india,163.0,0.0,4.0
413,2016,21,williams,136.0,0.0,5.0
414,2016,21,mclaren,75.0,0.0,6.0
415,2016,21,toro_rosso,63.0,0.0,7.0
416,2016,21,haas,29.0,0.0,8.0
417,2016,21,renault,8.0,0.0,9.0
418,2016,21,sauber,2.0,0.0,10.0
419,2016,21,manor,1.0,0.0,11.0
420,2017,1,ferrari,0.0,0.0,0.0
421,2017,1,mercedes,0.0,0.0,0.0
422,2017,1,red_bull,0.0,0.0,0.0
423,2017,1,williams,0.0,0.0,0.0
424,2017,1,force_india,0.0,0.0,0.0
425,2017,1,toro_rosso,0.0,0.0,0.0
426,2017,1,renault,0.0,0.0,0.0
427,2017,1,sauber,0.0,0.0,0.0
428,2017,1,mclaren,0.0,0.0,0.0
429,2017,1,haas,0.0,0.0,0.0
430,2017,2,mercedes,33.0,0.0,2.0
431,2017,2,ferrari,37.0,1.0,1.0
432,2017,2,red_bull,10.0,0.0,3.0
433,2017,2,toro_rosso,6.0,0.0,6.0
434,2017,2,force_india,7.0,0.0,5.0
435,2017,2,williams,8.0,0.0,4.0
436,2017,2,haas,0.0,0.0,10.0
437,2017,2,renault,0.0,0.0,7.0
438,2017,2,sauber,0.0,0.0,8.0
439,2017,2,mclaren,0.0,0.0,9.0
440,2017,3,ferrari,65.0,1.0,2.0
441,2017,3,mercedes,66.0,1.0,1.0
442,2017,3,red_bull,37.0,0.0,3.0
443,2017,3,force_india,10.0,0.0,5.0
444,2017,3,williams,8.0,0.0,6.0
445,2017,3,toro_rosso,12.0,0.0,4.0
446,2017,3,haas,4.0,0.0,7.0
447,2017,3,renault,0.0,0.0,8.0
448,2017,3,sauber,0.0,0.0,9.0
449,2017,3,mclaren,0.0,0.0,10.0
450,2017,4,mercedes,99.0,1.0,2.0
451,2017,4,ferrari,102.0,2.0,1.0
452,2017,4,red_bull,47.0,0.0,3.0
453,2017,4,force_india,17.0,0.0,4.0
454,2017,4,williams,16.0,0.0,5.0
455,2017,4,toro_rosso,12.0,0.0,6.0
456,2017,4,haas,8.0,0.0,7.0
457,2017,4,renault,2.0,0.0,8.0
458,2017,4,sauber,0.0,0.0,9.0
459,2017,4,mclaren,0.0,0.0,10.0
460,2017,5,mercedes,136.0,2.0,1.0
461,2017,5,ferrari,135.0,2.0,2.0
462,2017,5,red_bull,57.0,0.0,3.0
463,2017,5,force_india,31.0,0.0,4.0
464,2017,5,toro_rosso,13.0,0.0,6.0
465,2017,5,williams,18.0,0.0,5.0
466,2017,5,renault,6.0,0.0,8.0
467,2017,5,haas,8.0,0.0,7.0
468,2017,5,sauber,0.0,0.0,9.0
469,2017,5,mclaren,0.0,0.0,10.0
470,2017,6,ferrari,153.0,2.0,2.0
471,2017,6,mercedes,161.0,3.0,1.0
472,2017,6,red_bull,72.0,0.0,3.0
473,2017,6,force_india,53.0,0.0,4.0
474,2017,6,toro_rosso,21.0,0.0,5.0
475,2017,6,williams,18.0,0.0,6.0
476,2017,6,renault,14.0,0.0,7.0
477,2017,6,haas,9.0,0.0,8.0
478,2017,6,sauber,4.0,0.0,9.0
479,2017,6,mclaren,0.0,0.0,10.0
480,2017,7,mercedes,179.0,3.0,2.0
481,2017,7,ferrari,196.0,3.0,1.0
482,2017,7,red_bull,97.0,0.0,3.0
483,2017,7,force_india,53.0,0.0,4.0
484,2017,7,toro_rosso,29.0,0.0,5.0
485,2017,7,williams,20.0,0.0,6.0
486,2017,7,renault,14.0,0.0,7.0
487,2017,7,haas,14.0,0.0,8.0
488,2017,7,sauber,4.0,0.0,9.0
489,2017,7,mclaren,0.0,0.0,10.0
490,2017,8,mercedes,222.0,4.0,1.0
491,2017,8,ferrari,214.0,3.0,2.0
492,2017,8,red_bull,112.0,0.0,3.0
493,2017,8,force_india,71.0,0.0,4.0
494,2017,8,williams,22.0,0.0,6.0
495,2017,8,toro_rosso,29.0,0.0,5.0
496,2017,8,haas,15.0,0.0,8.0
497,2017,8,renault,18.0,0.0,7.0
498,2017,8,sauber,4.0,0.0,9.0
499,2017,8,mclaren,0.0,0.0,10.0
500,2017,9,mercedes,250.0,4.0,1.0
501,2017,9,ferrari,226.0,3.0,2.0
502,2017,9,red_bull,137.0,1.0,3.0
503,2017,9,force_india,79.0,0.0,4.0
504,2017,9,williams,37.0,0.0,5.0
505,2017,9,toro_rosso,33.0,0.0,6.0
506,2017,9,haas,21.0,0.0,7.0
507,2017,9,renault,18.0,0.0,8.0
508,2017,9,sauber,5.0,0.0,9.0
509,2017,9,mclaren,2.0,0.0,10.0
510,2017,10,mercedes,287.0,5.0,1.0
511,2017,10,ferrari,254.0,3.0,2.0
512,2017,10,red_bull,152.0,1.0,3.0
513,2017,10,force_india,89.0,0.0,4.0
514,2017,10,williams,40.0,0.0,5.0
515,2017,10,toro_rosso,33.0,0.0,6.0
516,2017,10,haas,29.0,0.0,7.0
517,2017,10,renault,18.0,0.0,8.0
518,2017,10,sauber,5.0,0.0,9.0
519,2017,10,mclaren,2.0,0.0,10.0
520,2017,11,mercedes,330.0,6.0,1.0
521,2017,11,ferrari,275.0,3.0,2.0
522,2017,11,red_bull,174.0,1.0,3.0
523,2017,11,force_india,95.0,0.0,4.0
524,2017,11,williams,41.0,0.0,5.0
525,2017,11,toro_rosso,33.0,0.0,6.0
526,2017,11,haas,29.0,0.0,7.0
527,2017,11,renault,26.0,0.0,8.0
528,2017,11,mclaren,2.0,0.0,10.0
529,2017,11,sauber,5.0,0.0,9.0
530,2017,12,mercedes,357.0,6.0,1.0
531,2017,12,ferrari,318.0,4.0,2.0
532,2017,12,red_bull,184.0,1.0,3.0
533,2017,12,force_india,101.0,0.0,4.0
534,2017,12,williams,41.0,0.0,5.0
535,2017,12,toro_rosso,39.0,0.0,6.0
536,2017,12,haas,29.0,0.0,7.0
537,2017,12,renault,26.0,0.0,8.0
538,2017,12,mclaren,11.0,0.0,9.0
539,2017,12,sauber,5.0,0.0,10.0
540,2017,13,mercedes,392.0,7.0,1.0
541,2017,13,ferrari,348.0,4.0,2.0
542,2017,13,red_bull,199.0,1.0,3.0
543,2017,13,force_india,103.0,0.0,4.0
544,2017,13,williams,45.0,0.0,5.0
545,2017,13,toro_rosso,40.0,0.0,6.0
546,2017,13,haas,35.0,0.0,7.0
547,2017,13,renault,34.0,0.0,8.0
548,2017,13,mclaren,11.0,0.0,9.0
549,2017,13,sauber,5.0,0.0,10.0
550,2017,14,mercedes,435.0,8.0,1.0
551,2017,14,ferrari,373.0,4.0,2.0
552,2017,14,red_bull,212.0,1.0,3.0
553,2017,14,force_india,113.0,0.0,4.0
554,2017,14,williams,55.0,0.0,5.0
555,2017,14,toro_rosso,40.0,0.0,6.0
556,2017,14,renault,34.0,0.0,8.0
557,2017,14,haas,35.0,0.0,7.0
558,2017,14,mclaren,11.0,0.0,9.0
559,2017,14,sauber,5.0,0.0,10.0
560,2017,15,mercedes,475.0,9.0,1.0
561,2017,15,ferrari,373.0,4.0,2.0
562,2017,15,red_bull,230.0,1.0,3.0
563,2017,15,force_india,124.0,0.0,4.0
564,2017,15,williams,59.0,0.0,5.0
565,2017,15,toro_rosso,52.0,0.0,6.0
566,2017,15,renault,42.0,0.0,7.0
567,2017,15,haas,37.0,0.0,8.0
568,2017,15,mclaren,17.0,0.0,9.0
569,2017,15,sauber,5.0,0.0,10.0
570,2017,16,mercedes,503.0,9.0,1.0
571,2017,16,ferrari,385.0,4.0,2.0
572,2017,16,red_bull,270.0,2.0,3.0
573,2017,16,force_india,133.0,0.0,4.0
574,2017,16,williams,65.0,0.0,5.0
575,2017,16,toro_rosso,52.0,0.0,6.0
576,2017,16,haas,37.0,0.0,8.0
577,2017,16,renault,42.0,0.0,7.0
578,2017,16,mclaren,23.0,0.0,9.0
579,2017,16,sauber,5.0,0.0,10.0
580,2017,17,mercedes,540.0,10.0,1.0
581,2017,17,ferrari,395.0,4.0,2.0
582,2017,17,red_bull,303.0,2.0,3.0
583,2017,17,force_india,147.0,0.0,4.0
584,2017,17,williams,66.0,0.0,5.0
585,2017,17,toro_rosso,52.0,0.0,6.0
586,2017,17,renault,42.0,0.0,8.0
587,2017,17,haas,43.0,0.0,7.0
588,2017,17,mclaren,23.0,0.0,9.0
589,2017,17,sauber,5.0,0.0,10.0
590,2017,18,mercedes,575.0,11.0,1.0
591,2017,18,ferrari,428.0,4.0,2.0
592,2017,18,red_bull,315.0,2.0,3.0
593,2017,18,force_india,159.0,0.0,4.0
594,2017,18,williams,68.0,0.0,5.0
595,2017,18,toro_rosso,53.0,0.0,6.0
596,2017,18,renault,48.0,0.0,7.0
597,2017,18,haas,43.0,0.0,8.0
598,2017,18,mclaren,23.0,0.0,9.0
599,2017,18,sauber,5.0,0.0,10.0
600,2017,19,mercedes,595.0,11.0,1.0
601,2017,19,ferrari,455.0,4.0,2.0
602,2017,19,red_bull,340.0,3.0,3.0
603,2017,19,force_india,175.0,0.0,4.0
604,2017,19,williams,76.0,0.0,5.0
605,2017,19,toro_rosso,53.0,0.0,6.0
606,2017,19,renault,48.0,0.0,7.0
607,2017,19,haas,47.0,0.0,8.0
608,2017,19,mclaren,24.0,0.0,9.0
609,2017,19,sauber,5.0,0.0,10.0
610,2017,20,mercedes,625.0,11.0,1.0
611,2017,20,ferrari,495.0,5.0,2.0
612,2017,20,red_bull,358.0,3.0,3.0
613,2017,20,force_india,177.0,0.0,4.0
614,2017,20,williams,82.0,0.0,5.0
615,2017,20,renault,49.0,0.0,7.0
616,2017,20,toro_rosso,53.0,0.0,6.0
617,2017,20,haas,47.0,0.0,8.0
618,2017,20,mclaren,28.0,0.0,9.0
619,2017,20,sauber,5.0,0.0,10.0
620,2018,1,ferrari,0.0,0.0,0.0
621,2018,1,mercedes,0.0,0.0,0.0
622,2018,1,red_bull,0.0,0.0,0.0
623,2018,1,mclaren,0.0,0.0,0.0
