,season,round,driver,driver_points,driver_wins,driver_standings_pos
2266,2020,4,grosjean,0.0,0.0,19.0
2267,2020,4,hulkenberg,0.0,0.0,0.0
2268,2020,5,hamilton,88.0,3.0,1.0
2269,2020,5,max_verstappen,52.0,0.0,3.0
2270,2020,5,bottas,58.0,1.0,2.0
2271,2020,5,leclerc,33.0,0.0,5.0
2272,2020,5,norris,36.0,0.0,4.0
2273,2020,5,albon,26.0,0.0,6.0
2274,2020,5,stroll,20.0,0.0,8.0
2275,2020,5,perez,22.0,0.0,7.0
2276,2020,5,ricciardo,20.0,0.0,9.0
2277,2020,5,ocon,12.0,0.0,11.0
2278,2020,5,sainz,15.0,0.0,10.0
2279,2020,5,gasly,12.0,0.0,12.0
2280,2020,5,vettel,10.0,0.0,13.0
2281,2020,5,hulkenberg,0.0,0.0,21.0
2282,2020,5,giovinazzi,2.0,0.0,14.0
2283,2020,5,kvyat,1.0,0.0,15.0
2284,2020,5,kevin_magnussen,1.0,0.0,16.0
2285,2020,5,raikkonen,0.0,0.0,18.0
2286,2020,5,latifi,0.0,0.0,17.0
2287,2020,5,russell,0.0,0.0,19.0
2288,2020,5,grosjean,0.0,0.0,20.0
2289,2020,6,hamilton,107.0,3.0,1.0
2290,2020,6,max_verstappen,77.0,1.0,2.0
2291,2020,6,bottas,73.0,1.0,3.0
2292,2020,6,leclerc,45.0,0.0,4.0
2293,2020,6,stroll,28.0,0.0,7.0
2294,2020,6,albon,36.0,0.0,6.0
2295,2020,6,norris,38.0,0.0,5.0
2296,2020,6,perez,22.0,0.0,8.0
2297,2020,6,sainz,15.0,0.0,11.0
2298,2020,6,ricciardo,20.0,0.0,9.0
2299,2020,6,vettel,10.0,0.0,13.0
2300,2020,6,ocon,16.0,0.0,10.0
2301,2020,6,gasly,12.0,0.0,12.0
2302,2020,6,hulkenberg,6.0,0.0,14.0
2303,2020,6,giovinazzi,2.0,0.0,15.0
2304,2020,6,kvyat,2.0,0.0,16.0
2305,2020,6,kevin_magnussen,1.0,0.0,17.0
2306,2020,6,raikkonen,0.0,0.0,18.0
2307,2020,6,latifi,0.0,0.0,19.0
2308,2020,6,russell,0.0,0.0,20.0
2309,2020,6,grosjean,0.0,0.0,21.0
2310,2020,7,hamilton,132.0,4.0,1.0
2311,2020,7,max_verstappen,95.0,1.0,2.0
2312,2020,7,bottas,89.0,1.0,3.0
2313,2020,7,albon,40.0,0.0,6.0
2314,2020,7,leclerc,45.0,0.0,4.0
2315,2020,7,norris,39.0,0.0,7.0
2316,2020,7,stroll,40.0,0.0,5.0
2317,2020,7,ricciardo,20.0,0.0,10.0
2318,2020,7,perez,32.0,0.0,8.0
2319,2020,7,ocon,16.0,0.0,12.0
2320,2020,7,sainz,23.0,0.0,9.0
2321,2020,7,gasly,14.0,0.0,13.0
2322,2020,7,vettel,16.0,0.0,11.0
2323,2020,7,hulkenberg,6.0,0.0,14.0
2324,2020,7,giovinazzi,2.0,0.0,15.0
2325,2020,7,kvyat,2.0,0.0,16.0
2326,2020,7,kevin_magnussen,1.0,0.0,17.0
2327,2020,7,raikkonen,0.0,0.0,18.0
2328,2020,7,latifi,0.0,0.0,19.0
2329,2020,7,russell,0.0,0.0,20.0
2330,2020,7,grosjean,0.0,0.0,21.0
2331,2020,8,hamilton,157.0,5.0,1.0
2332,2020,8,bottas,107.0,1.0,3.0
2333,2020,8,max_verstappen,110.0,1.0,2.0
2334,2020,8,stroll,42.0,0.0,7.0
2335,2020,8,norris,45.0,0.0,6.0
2336,2020,8,albon,48.0,0.0,4.0
2337,2020,8,leclerc,45.0,0.0,5.0
2338,2020,8,gasly,18.0,0.0,12.0
2339,2020,8,sainz,23.0,0.0,11.0
2340,2020,8,ricciardo,33.0,0.0,8.0
2341,2020,8,perez,33.0,0.0,9.0
2342,2020,8,ocon,26.0,0.0,10.0
2343,2020,8,vettel,16.0,0.0,13.0
2344,2020,8,hulkenberg,6.0,0.0,14.0
2345,2020,8,kvyat,2.0,0.0,16.0
2346,2020,8,giovinazzi,2.0,0.0,15.0
2347,2020,8,kevin_magnussen,1.0,0.0,17.0
2348,2020,8,latifi,0.0,0.0,19.0
2349,2020,8,raikkonen,0.0,0.0,18.0
2350,2020,8,grosjean,0.0,0.0,21.0
2351,2020,8,russell,0.0,0.0,20.0
2352,2020,9,hamilton,164.0,5.0,1.0
2353,2020,9,bottas,117.0,1.0,2.0
2354,2020,9,max_verstappen,110.0,1.0,3.0
2355,2020,9,norris,57.0,0.0,5.0
2356,2020,9,albon,48.0,0.0,6.0
2357,2020,9,stroll,57.0,0.0,4.0
2358,2020,9,ricciardo,41.0,0.0,10.0
2359,2020,9,leclerc,45.0,0.0,7.0
2360,2020,9,perez,34.0,0.0,11.0
2361,2020,9,gasly,43.0,1.0,8.0
2362,2020,9,sainz,41.0,0.0,9.0
2363,2020,9,ocon,30.0,0.0,12.0
2364,2020,9,vettel,16.0,0.0,13.0
2365,2020,9,kvyat,4.0,0.0,15.0
2366,2020,9,hulkenberg,6.0,0.0,14.0
2367,2020,9,raikkonen,0.0,0.0,19.0
2368,2020,9,giovinazzi,2.0,0.0,16.0
2369,2020,9,kevin_magnussen,1.0,0.0,17.0
2370,2020,9,latifi,0.0,0.0,18.0
2371,2020,9,russell,0.0,0.0,21.0
2372,2020,9,grosjean,0.0,0.0,20.0
2373,2020,10,hamilton,190.0,6.0,1.0
2374,2020,10,bottas,135.0,1.0,2.0
2375,2020,10,max_verstappen,110.0,1.0,3.0
2376,2020,10,norris,65.0,0.0,4.0
2377,2020,10,albon,63.0,0.0,5.0
2378,2020,10,ricciardo,53.0,0.0,7.0
2379,2020,10,leclerc,49.0,0.0,8.0
2380,2020,10,stroll,57.0,0.0,6.0
2381,2020,10,perez,44.0,0.0,9.0
2382,2020,10,gasly,43.0,1.0,10.0
2383,2020,10,sainz,41.0,0.0,11.0
2384,2020,10,ocon,30.0,0.0,12.0
2385,2020,10,vettel,17.0,0.0,13.0
2386,2020,10,kvyat,10.0,0.0,14.0
2387,2020,10,hulkenberg,6.0,0.0,15.0
2388,2020,10,raikkonen,2.0,0.0,16.0
2389,2020,10,giovinazzi,2.0,0.0,17.0
2390,2020,10,kevin_magnussen,1.0,0.0,18.0
2391,2020,10,latifi,0.0,0.0,19.0
2392,2020,10,russell,0.0,0.0,20.0
2393,2020,10,grosjean,0.0,0.0,21.0
2394,2020,11,hamilton,205.0,6.0,1.0
2395,2020,11,bottas,161.0,2.0,2.0
2396,2020,11,max_verstappen,128.0,1.0,3.0
2397,2020,11,ricciardo,63.0,0.0,6.0
2398,2020,11,perez,56.0,0.0,9.0
2399,2020,11,norris,65.0,0.0,4.0
2400,2020,11,albon,64.0,0.0,5.0
2401,2020,11,leclerc,57.0,0.0,7.0
2402,2020,11,stroll,57.0,0.0,8.0
2403,2020,11,gasly,45.0,1.0,10.0
2404,2020,11,sainz,41.0,0.0,11.0
2405,2020,11,ocon,36.0,0.0,12.0
2406,2020,11,vettel,17.0,0.0,13.0
2407,2020,11,kvyat,14.0,0.0,14.0
2408,2020,11,hulkenberg,6.0,0.0,15.0
2409,2020,11,giovinazzi,2.0,0.0,17.0
2410,2020,11,raikkonen,2.0,0.0,16.0
2411,2020,11,grosjean,0.0,0.0,21.0
2412,2020,11,kevin_magnussen,1.0,0.0,18.0
2413,2020,11,latifi,0.0,0.0,19.0
2414,2020,11,russell,0.0,0.0,20.0
2415,2020,12,hamilton,230.0,7.0,1.0
2416,2020,12,bottas,161.0,2.0,2.0
2417,2020,12,max_verstappen,147.0,1.0,3.0
2418,2020,12,ricciardo,78.0,0.0,4.0
2419,2020,12,leclerc,63.0,0.0,8.0
2420,2020,12,perez,68.0,0.0,5.0
2421,2020,12,norris,65.0,0.0,6.0
2422,2020,12,albon,64.0,0.0,7.0
2423,2020,12,gasly,53.0,1.0,10.0
2424,2020,12,sainz,51.0,0.0,11.0
2425,2020,12,stroll,57.0,0.0,9.0
2426,2020,12,ocon,36.0,0.0,12.0
2427,2020,12,vettel,17.0,0.0,13.0
2428,2020,12,kvyat,14.0,0.0,14.0
2429,2020,12,hulkenberg,10.0,0.0,15.0
2430,2020,12,giovinazzi,3.0,0.0,16.0
2431,2020,12,raikkonen,2.0,0.0,17.0
2432,2020,12,grosjean,2.0,0.0,18.0
2433,2020,12,kevin_magnussen,1.0,0.0,19.0
2434,2020,12,latifi,0.0,0.0,20.0
2435,2020,12,russell,0.0,0.0,21.0
2436,2020,13,hamilton,256.0,8.0,1.0
2437,2020,13,bottas,179.0,2.0,2.0
2438,2020,13,max_verstappen,162.0,1.0,3.0
2439,2020,13,ricciardo,80.0,0.0,4.0
2440,2020,13,leclerc,75.0,0.0,5.0
2441,2020,13,perez,74.0,0.0,6.0
2442,2020,13,norris,65.0,0.0,7.0
2443,2020,13,sainz,59.0,0.0,10.0
2444,2020,13,albon,64.0,0.0,8.0
2445,2020,13,gasly,63.0,1.0,9.0
2446,2020,13,stroll,57.0,0.0,11.0
2447,2020,13,ocon,40.0,0.0,12.0
2448,2020,13,kvyat,14.0,0.0,14.0
2449,2020,13,vettel,18.0,0.0,13.0
2450,2020,13,hulkenberg,10.0,0.0,15.0
2451,2020,13,raikkonen,2.0,0.0,17.0
2452,2020,13,giovinazzi,3.0,0.0,16.0
2453,2020,13,grosjean,2.0,0.0,18.0
2454,2020,13,kevin_magnussen,1.0,0.0,19.0
2455,2020,13,latifi,0.0,0.0,20.0
2456,2020,13,russell,0.0,0.0,21.0
2457,2020,14,hamilton,282.0,9.0,1.0
2458,2020,14,bottas,197.0,2.0,2.0
2459,2020,14,max_verstappen,162.0,1.0,3.0
2460,2020,14,perez,82.0,0.0,6.0
2461,2020,14,leclerc,85.0,0.0,5.0
2462,2020,14,ricciardo,95.0,0.0,4.0
2463,2020,14,sainz,65.0,0.0,8.0
2464,2020,14,norris,69.0,0.0,7.0
2465,2020,14,albon,64.0,0.0,9.0
2466,2020,14,gasly,63.0,1.0,10.0
2467,2020,14,stroll,57.0,0.0,11.0
2468,2020,14,ocon,40.0,0.0,12.0
2469,2020,14,vettel,18.0,0.0,14.0
2470,2020,14,kvyat,26.0,0.0,13.0
2471,2020,14,hulkenberg,10.0,0.0,15.0
2472,2020,14,raikkonen,4.0,0.0,16.0
2473,2020,14,giovinazzi,4.0,0.0,17.0
2474,2020,14,grosjean,2.0,0.0,18.0
2475,2020,14,kevin_magnussen,1.0,0.0,19.0
2476,2020,14,latifi,0.0,0.0,20.0
2477,2020,14,russell,0.0,0.0,21.0
2478,2020,15,hamilton,307.0,10.0,1.0
2479,2020,15,bottas,197.0,2.0,2.0
2480,2020,15,max_verstappen,170.0,1.0,3.0
2481,2020,15,ricciardo,96.0,0.0,6.0
2482,2020,15,perez,100.0,0.0,4.0
2483,2020,15,leclerc,97.0,0.0,5.0
2484,2020,15,norris,74.0,0.0,8.0
2485,2020,15,sainz,75.0,0.0,7.0
2486,2020,15,albon,70.0,0.0,9.0
2487,2020,15,gasly,63.0,1.0,10.0
2488,2020,15,stroll,59.0,0.0,11.0
2489,2020,15,ocon,40.0,0.0,12.0
2490,2020,15,vettel,33.0,0.0,13.0
2491,2020,15,kvyat,26.0,0.0,14.0
2492,2020,15,hulkenberg,10.0,0.0,15.0
2493,2020,15,raikkonen,4.0,0.0,16.0
2494,2020,15,giovinazzi,4.0,0.0,17.0
2495,2020,15,grosjean,2.0,0.0,18.0
2496,2020,15,kevin_magnussen,1.0,0.0,19.0
2497,2020,15,latifi,0.0,0.0,20.0
2498,2020,15,russell,0.0,0.0,21.0
2499,2020,16,hamilton,332.0,11.0,1.0
2500,2020,16,bottas,201.0,2.0,2.0
2501,2020,16,max_verstappen,189.0,1.0,3.0
2502,2020,16,perez,100.0,0.0,5.0
2503,2020,16,ricciardo,102.0,0.0,4.0
2504,2020,16,leclerc,98.0,0.0,6.0
2505,2020,16,sainz,85.0,0.0,8.0
2506,2020,16,albon,85.0,0.0,9.0
2507,2020,16,norris,86.0,0.0,7.0
2508,2020,16,stroll,59.0,0.0,11.0
2509,2020,16,gasly,71.0,1.0,10.0
2510,2020,16,ocon,42.0,0.0,12.0
2511,2020,16,vettel,33.0,0.0,13.0
2512,2020,16,kvyat,26.0,0.0,14.0
2513,2020,16,hulkenberg,10.0,0.0,15.0
2514,2020,16,raikkonen,4.0,0.0,16.0
2515,2020,16,giovinazzi,4.0,0.0,17.0
2516,2020,16,russell,0.0,0.0,21.0
2517,2020,16,grosjean,2.0,0.0,18.0
2518,2020,16,kevin_magnussen,1.0,0.0,19.0
2519,2020,16,latifi,0.0,0.0,20.0
2520,2020,16,aitken,0.0,0.0,0.0
2521,2020,16,pietro_fittipaldi,0.0,0.0,0.0
2522,2020,17,hamilton,332.0,11.0,1.0
2523,2020,17,bottas,205.0,2.0,2.0
2524,2020,17,max_verstappen,189.0,1.0,3.0
2525,2020,17,perez,125.0,1.0,4.0
2526,2020,17,ricciardo,112.0,0.0,5.0
2527,2020,17,sainz,97.0,0.0,7.0
2528,2020,17,albon,93.0,0.0,8.0
2529,2020,17,leclerc,98.0,0.0,6.0
2530,2020,17,norris,87.0,0.0,9.0
2531,2020,17,gasly,71.0,1.0,11.0
2532,2020,17,stroll,74.0,0.0,10.0
2533,2020,17,ocon,60.0,0.0,12.0
2534,2020,17,vettel,33.0,0.0,13.0
2535,2020,17,kvyat,32.0,0.0,14.0
2536,2020,17,hulkenberg,10.0,0.0,15.0
2537,2020,17,raikkonen,4.0,0.0,16.0
2538,2020,17,giovinazzi,4.0,0.0,17.0
2539,2020,17,russell,3.0,0.0,18.0
2540,2020,17,grosjean,2.0,0.0,19.0
2541,2020,17,kevin_magnussen,1.0,0.0,20.0
2542,2020,17,latifi,0.0,0.0,21.0
2543,2020,17,aitken,0.0,0.0,22.0
2544,2020,17,pietro_fittipaldi,0.0,0.0,23.0
2545,2021,1,hamilton,0.0,0.0,0.0
2546,2021,1,max_verstappen,0.0,0.0,0.0
2547,2021,1,bottas,0.0,0.0,0.0
2548,2021,1,norris,0.0,0.0,0.0
2549,2021,1,perez,0.0,0.0,0.0
2550,2021,1,leclerc,0.0,0.0,0.0
2551,2021,1,ricciardo,0.0,0.0,0.0
2552,2021,1,sainz,0.0,0.0,0.0
2553,2021,1,tsunoda,0.0,0.0,0.0
2554,2021,1,stroll,0.0,0.0,0.0
2555,2021,1,raikkonen,0.0,0.0,0.0
2556,2021,1,giovinazzi,0.0,0.0,0.0
2557,2021,1,ocon,0.0,0.0,0.0
2558,2021,1,russell,0.0,0.0,0.0
2559,2021,1,vettel,0.0,0.0,0.0
2560,2021,1,mick_schumacher,0.0,0.0,0.0
2561,2021,1,gasly,0.0,0.0,0.0
2562,2021,1,latifi,0.0,0.0,0.0
2563,2021,1,alonso,0.0,0.0,0.0
2564,2021,1,mazepin,0.0,0.0,0.0
2565,2021,2,hamilton,25.0,1.0,1.0
2566,2021,2,max_verstappen,18.0,0.0,2.0
2567,2021,2,norris,12.0,0.0,4.0
2568,2021,2,leclerc,8.0,0.0,6.0
2569,2021,2,bottas,16.0,0.0,3.0
2570,2021,2,sainz,4.0,0.0,8.0
2571,2021,2,ricciardo,6.0,0.0,7.0
2572,2021,2,perez,10.0,0.0,5.0
2573,2021,2,gasly,0.0,0.0,17.0
2574,2021,2,stroll,1.0,0.0,10.0
2575,2021,2,tsunoda,2.0,0.0,9.0
2576,2021,2,ocon,0.0,0.0,13.0
2577,2021,2,alonso,0.0,0.0,19.0
2578,2021,2,raikkonen,0.0,0.0,11.0
2579,2021,2,giovinazzi,0.0,0.0,12.0
2580,2021,2,russell,0.0,0.0,14.0
2581,2021,2,vettel,0.0,0.0,15.0
2582,2021,2,mick_schumacher,0.0,0.0,16.0
2583,2021,2,mazepin,0.0,0.0,20.0
2584,2021,2,latifi,0.0,0.0,18.0
2585,2021,3,hamilton,44.0,1.0,1.0
2586,2021,3,max_verstappen,43.0,1.0,2.0
2587,2021,3,norris,27.0,0.0,3.0
2588,2021,3,bottas,16.0,0.0,5.0
2589,2021,3,leclerc,20.0,0.0,4.0
2590,2021,3,perez,10.0,0.0,8.0
2591,2021,3,ricciardo,14.0,0.0,7.0
2592,2021,3,sainz,14.0,0.0,6.0
2593,2021,3,ocon,2.0,0.0,12.0
2594,2021,3,gasly,6.0,0.0,9.0
2595,2021,3,stroll,5.0,0.0,10.0
2596,2021,3,alonso,1.0,0.0,13.0
2597,2021,3,tsunoda,2.0,0.0,11.0
2598,2021,3,raikkonen,0.0,0.0,14.0
2599,2021,3,giovinazzi,0.0,0.0,15.0
2600,2021,3,vettel,0.0,0.0,17.0
2601,2021,3,russell,0.0,0.0,16.0
2602,2021,3,mick_schumacher,0.0,0.0,18.0
2603,2021,3,mazepin,0.0,0.0,19.0
2604,2021,3,latifi,0.0,0.0,20.0
2605,2021,4,hamilton,69.0,2.0,1.0
2606,2021,4,max_verstappen,61.0,1.0,2.0
2607,2021,4,bottas,32.0,0.0,4.0
2608,2021,4,norris,37.0,0.0,3.0
2609,2021,4,leclerc,28.0,0.0,5.0
2610,2021,4,perez,22.0,0.0,6.0
2611,2021,4,ricciardo,16.0,0.0,7.0
2612,2021,4,sainz,14.0,0.0,8.0
2613,2021,4,ocon,8.0,0.0,9.0
2614,2021,4,gasly,7.0,0.0,10.0
2615,2021,4,stroll,5.0,0.0,11.0
2616,2021,4,alonso,5.0,0.0,12.0
2617,2021,4,tsunoda,2.0,0.0,13.0
2618,2021,4,raikkonen,0.0,0.0,14.0
2619,2021,4,giovinazzi,0.0,0.0,15.0
2620,2021,4,vettel,0.0,0.0,16.0
2621,2021,4,russell,0.0,0.0,17.0
2622,2021,4,mick_schumacher,0.0,0.0,18.0
2623,2021,4,latifi,0.0,0.0,20.0
2624,2021,4,mazepin,0.0,0.0,19.0
2625,2021,5,max_verstappen,80.0,1.0,2.0
2626,2021,5,hamilton,94.0,3.0,1.0
2627,2021,5,norris,41.0,0.0,4.0
2628,2021,5,bottas,47.0,0.0,3.0
2629,2021,5,perez,32.0,0.0,6.0
2630,2021,5,leclerc,40.0,0.0,5.0
2631,2021,5,sainz,20.0,0.0,8.0
2632,2021,5,ricciardo,24.0,0.0,7.0
2633,2021,5,gasly,8.0,0.0,10.0
2634,2021,5,ocon,10.0,0.0,9.0
2635,2021,5,vettel,0.0,0.0,16.0
2636,2021,5,stroll,5.0,0.0,11.0
2637,2021,5,alonso,5.0,0.0,12.0
2638,2021,5,tsunoda,2.0,0.0,13.0
2639,2021,5,giovinazzi,0.0,0.0,15.0
2640,2021,5,raikkonen,0.0,0.0,14.0
2641,2021,5,russell,0.0,0.0,17.0
2642,2021,5,latifi,0.0,0.0,19.0
2643,2021,5,mick_schumacher,0.0,0.0,18.0
2644,2021,5,mazepin,0.0,0.0,20.0
2645,2021,6,max_verstappen,105.0,2.0,1.0
2646,2021,6,hamilton,101.0,3.0,2.0
2647,2021,6,perez,44.0,0.0,5.0
2648,2021,6,norris,56.0,0.0,3.0
2649,2021,6,leclerc,40.0,0.0,6.0
2650,2021,6,bottas,47.0,0.0,4.0
2651,2021,6,sainz,38.0,0.0,7.0
2652,2021,6,gasly,16.0,0.0,9.0
2653,2021,6,vettel,10.0,0.0,11.0
2654,2021,6,ricciardo,24.0,0.0,8.0
2655,2021,6,alonso,5.0,0.0,13.0
2656,2021,6,ocon,12.0,0.0,10.0
2657,2021,6,stroll,9.0,0.0,12.0
2658,2021,6,tsunoda,2.0,0.0,14.0
2659,2021,6,raikkonen,0.0,0.0,16.0
2660,2021,6,giovinazzi,1.0,0.0,15.0
2661,2021,6,mick_schumacher,0.0,0.0,19.0
2662,2021,6,russell,0.0,0.0,17.0
2663,2021,6,mazepin,0.0,0.0,20.0
2664,2021,6,latifi,0.0,0.0,18.0
2665,2021,7,max_verstappen,105.0,2.0,1.0
2666,2021,7,hamilton,101.0,3.0,2.0
2667,2021,7,perez,69.0,1.0,3.0
2668,2021,7,norris,66.0,0.0,4.0
2669,2021,7,bottas,47.0,0.0,6.0
2670,2021,7,leclerc,52.0,0.0,5.0
2671,2021,7,sainz,42.0,0.0,7.0
2672,2021,7,gasly,31.0,0.0,8.0
2673,2021,7,ricciardo,26.0,0.0,10.0
2674,2021,7,vettel,28.0,0.0,9.0
2675,2021,7,alonso,13.0,0.0,11.0
2676,2021,7,ocon,12.0,0.0,12.0
2677,2021,7,stroll,9.0,0.0,13.0
2678,2021,7,tsunoda,8.0,0.0,14.0
2679,2021,7,raikkonen,1.0,0.0,15.0
2680,2021,7,giovinazzi,1.0,0.0,16.0
2681,2021,7,russell,0.0,0.0,18.0
2682,2021,7,mick_schumacher,0.0,0.0,17.0
2683,2021,7,mazepin,0.0,0.0,19.0
2684,2021,7,latifi,0.0,0.0,20.0
2685,2021,8,max_verstappen,131.0,3.0,1.0
2686,2021,8,hamilton,119.0,3.0,2.0
2687,2021,8,perez,84.0,1.0,3.0
2688,2021,8,norris,76.0,0.0,4.0
2689,2021,8,bottas,59.0,0.0,5.0
2690,2021,8,leclerc,52.0,0.0,6.0
2691,2021,8,sainz,42.0,0.0,7.0
2692,2021,8,gasly,37.0,0.0,8.0
2693,2021,8,ricciardo,34.0,0.0,9.0
2694,2021,8,vettel,30.0,0.0,10.0
2695,2021,8,alonso,17.0,0.0,11.0
2696,2021,8,stroll,10.0,0.0,13.0
2697,2021,8,ocon,12.0,0.0,12.0
2698,2021,8,tsunoda,8.0,0.0,14.0
2699,2021,8,raikkonen,1.0,0.0,15.0
2700,2021,8,giovinazzi,1.0,0.0,16.0
2701,2021,8,russell,0.0,0.0,17.0
2702,2021,8,mick_schumacher,0.0,0.0,18.0
2703,2021,8,mazepin,0.0,0.0,19.0
2704,2021,8,latifi,0.0,0.0,20.0
2705,2021,9,max_verstappen,156.0,4.0,1.0
2706,2021,9,hamilton,138.0,3.0,2.0
2707,2021,9,perez,96.0,1.0,3.0
2708,2021,9,norris,86.0,0.0,4.0
2709,2021,9,bottas,74.0,0.0,5.0
2710,2021,9,leclerc,58.0,0.0,6.0
2711,2021,9,sainz,50.0,0.0,7.0
2712,2021,9,ricciardo,34.0,0.0,9.0
2713,2021,9,gasly,37.0,0.0,8.0
2714,2021,9,vettel,30.0,0.0,10.0
2715,2021,9,alonso,19.0,0.0,11.0
2716,2021,9,stroll,14.0,0.0,12.0
2717,2021,9,ocon,12.0,0.0,13.0
2718,2021,9,tsunoda,9.0,0.0,14.0
2719,2021,9,raikkonen,1.0,0.0,15.0
2720,2021,9,giovinazzi,1.0,0.0,16.0
2721,2021,9,russell,0.0,0.0,17.0
2722,2021,9,mick_schumacher,0.0,0.0,18.0
2723,2021,9,mazepin,0.0,0.0,19.0
2724,2021,9,latifi,0.0,0.0,20.0
2725,2021,10,max_verstappen,182.0,5.0,1.0
2726,2021,10,hamilton,150.0,3.0,2.0
2727,2021,10,norris,101.0,0.0,4.0
2728,2021,10,bottas,92.0,0.0,5.0
2729,2021,10,perez,104.0,1.0,3.0
2730,2021,10,leclerc,62.0,0.0,6.0
2731,2021,10,sainz,60.0,0.0,7.0
2732,2021,10,ricciardo,40.0,0.0,8.0
2733,2021,10,gasly,39.0,0.0,9.0
2734,2021,10,vettel,30.0,0.0,10.0
2735,2021,10,alonso,20.0,0.0,11.0
2736,2021,10,stroll,14.0,0.0,12.0
2737,2021,10,ocon,12.0,0.0,13.0
2738,2021,10,tsunoda,9.0,0.0,14.0
2739,2021,10,raikkonen,1.0,0.0,15.0
2740,2021,10,giovinazzi,1.0,0.0,16.0
2741,2021,10,russell,0.0,0.0,17.0
2742,2021,10,mick_schumacher,0.0,0.0,18.0
2743,2021,10,latifi,0.0,0.0,20.0
2744,2021,10,mazepin,0.0,0.0,19.0
2745,2021,11,hamilton,177.0,4.0,2.0
2746,2021,11,max_verstappen,185.0,5.0,1.0
2747,2021,11,norris,113.0,0.0,3.0
2748,2021,11,bottas,108.0,0.0,4.0
2749,2021,11,perez,104.0,1.0,5.0
2750,2021,11,sainz,68.0,0.0,7.0
2751,2021,11,leclerc,80.0,0.0,6.0
2752,2021,11,gasly,39.0,0.0,9.0
2753,2021,11,ricciardo,50.0,0.0,8.0
2754,2021,11,ocon,14.0,0.0,13.0
2755,2021,11,alonso,26.0,0.0,11.0
2756,2021,11,vettel,30.0,0.0,10.0
2757,2021,11,tsunoda,10.0,0.0,14.0
2758,2021,11,stroll,18.0,0.0,12.0
2759,2021,11,latifi,0.0,0.0,19.0
2760,2021,11,russell,0.0,0.0,17.0
2761,2021,11,raikkonen,1.0,0.0,15.0
2762,2021,11,giovinazzi,1.0,0.0,16.0
2763,2021,11,mick_schumacher,0.0,0.0,18.0
2764,2021,11,mazepin,0.0,0.0,20.0
2765,2021,12,hamilton,195.0,4.0,1.0
2766,2021,12,max_verstappen,187.0,5.0,2.0
2767,2021,12,norris,113.0,0.0,3.0
2768,2021,12,bottas,108.0,0.0,4.0
2769,2021,12,perez,104.0,1.0,5.0
2770,2021,12,sainz,83.0,0.0,6.0
2771,2021,12,leclerc,80.0,0.0,7.0
2772,2021,12,ricciardo,50.0,0.0,9.0
2773,2021,12,gasly,50.0,0.0,8.0
2774,2021,12,ocon,39.0,1.0,10.0
2775,2021,12,alonso,38.0,0.0,11.0
2776,2021,12,vettel,30.0,0.0,12.0
2777,2021,12,tsunoda,18.0,0.0,13.0
2778,2021,12,stroll,18.0,0.0,14.0
2779,2021,12,russell,4.0,0.0,16.0
2780,2021,12,latifi,6.0,0.0,15.0
2781,2021,12,raikkonen,2.0,0.0,17.0
2782,2021,12,giovinazzi,1.0,0.0,18.0
2783,2021,12,mick_schumacher,0.0,0.0,19.0
2784,2021,12,mazepin,0.0,0.0,20.0
2785,2021,13,max_verstappen,0.0,6.0,2.0
2786,2021,13,hamilton,0.0,4.0,1.0
2787,2021,13,bottas,108.0,0.0,4.0
2788,2021,13,norris,113.0,0.0,3.0
2789,2021,13,perez,104.0,1.0,5.0
2790,2021,13,leclerc,82.0,0.0,7.0
2791,2021,13,sainz,0.0,0.0,6.0
2792,2021,13,gasly,54.0,0.0,9.0
2793,2021,13,ricciardo,56.0,0.0,8.0
2794,2021,13,alonso,38.0,0.0,11.0
2795,2021,13,ocon,42.0,1.0,10.0
2796,2021,13,vettel,35.0,0.0,12.0
2797,2021,13,tsunoda,18.0,0.0,13.0
2798,2021,13,stroll,18.0,0.0,14.0
2799,2021,13,russell,13.0,0.0,15.0
2800,2021,13,latifi,7.0,0.0,16.0
2801,2021,13,raikkonen,2.0,0.0,17.0
2802,2021,13,giovinazzi,1.0,0.0,18.0
2803,2021,13,mick_schumacher,0.0,0.0,19.0
2804,2021,13,mazepin,0.0,0.0,20.0
2805,2021,13,kubica,0.0,0.0,0.0
2806,2021,14,max_verstappen,0.0,7.0,1.0
2807,2021,14,hamilton,0.0,4.0,2.0
2808,2021,14,bottas,123.0,0.0,3.0
2809,2021,14,norris,114.0,0.0,4.0
2810,2021,14,perez,108.0,1.0,5.0
2811,2021,14,leclerc,92.0,0.0,6.0
2812,2021,14,sainz,0.0,0.0,7.0
2813,2021,14,ricciardo,56.0,0.0,9.0
2814,2021,14,gasly,66.0,0.0,8.0
2815,2021,14,alonso,46.0,0.0,10.0
2816,2021,14,ocon,44.0,1.0,11.0
2817,2021,14,vettel,35.0,0.0,12.0
2818,2021,14,stroll,18.0,0.0,14.0
2819,2021,14,tsunoda,18.0,0.0,13.0
2820,2021,14,russell,13.0,0.0,15.0
2821,2021,14,latifi,7.0,0.0,16.0
2822,2021,14,raikkonen,2.0,0.0,17.0
2823,2021,14,giovinazzi,1.0,0.0,18.0
2824,2021,14,mick_schumacher,0.0,0.0,19.0
2825,2021,14,kubica,0.0,0.0,21.0
2826,2021,14,mazepin,0.0,0.0,20.0
2827,2021,15,hamilton,0.0,4.0,2.0
