,season,round,driver,driver_points,driver_wins,driver_standings_pos
3391,2022,19,zhou,6.0,0.0,18.0
3392,2022,19,albon,4.0,0.0,19.0
3393,2022,19,latifi,2.0,0.0,20.0
3394,2022,19,de_vries,2.0,0.0,21.0
3395,2022,19,hulkenberg,0.0,0.0,22.0
3396,2022,20,max_verstappen,391.0,13.0,1.0
3397,2022,20,perez,265.0,2.0,3.0
3398,2022,20,leclerc,267.0,3.0,2.0
3399,2022,20,russell,218.0,0.0,4.0
3400,2022,20,hamilton,198.0,0.0,6.0
3401,2022,20,sainz,202.0,1.0,5.0
3402,2022,20,norris,109.0,0.0,7.0
3403,2022,20,ocon,78.0,0.0,8.0
3404,2022,20,alonso,71.0,0.0,9.0
3405,2022,20,bottas,46.0,0.0,10.0
3406,2022,20,vettel,36.0,0.0,11.0
3407,2022,20,ricciardo,29.0,0.0,12.0
3408,2022,20,kevin_magnussen,24.0,0.0,13.0
3409,2022,20,gasly,23.0,0.0,14.0
3410,2022,20,stroll,13.0,0.0,15.0
3411,2022,20,mick_schumacher,12.0,0.0,16.0
3412,2022,20,tsunoda,12.0,0.0,17.0
3413,2022,20,zhou,6.0,0.0,18.0
3414,2022,20,albon,4.0,0.0,19.0
3415,2022,20,latifi,2.0,0.0,20.0
3416,2022,20,de_vries,2.0,0.0,21.0
3417,2022,20,hulkenberg,0.0,0.0,22.0
3418,2022,21,max_verstappen,416.0,14.0,1.0
3419,2022,21,leclerc,275.0,3.0,3.0
3420,2022,21,perez,280.0,2.0,2.0
3421,2022,21,russell,231.0,0.0,4.0
3422,2022,21,hamilton,216.0,0.0,5.0
3423,2022,21,sainz,212.0,1.0,6.0
3424,2022,21,norris,111.0,0.0,7.0
3425,2022,21,ocon,82.0,0.0,8.0
3426,2022,21,alonso,71.0,0.0,9.0
3427,2022,21,bottas,47.0,0.0,10.0
3428,2022,21,vettel,36.0,0.0,11.0
3429,2022,21,ricciardo,35.0,0.0,12.0
3430,2022,21,kevin_magnussen,24.0,0.0,13.0
3431,2022,21,gasly,23.0,0.0,14.0
3432,2022,21,stroll,13.0,0.0,15.0
3433,2022,21,mick_schumacher,12.0,0.0,16.0
3434,2022,21,tsunoda,12.0,0.0,17.0
3435,2022,21,zhou,6.0,0.0,18.0
3436,2022,21,albon,4.0,0.0,19.0
3437,2022,21,latifi,2.0,0.0,20.0
3438,2022,21,de_vries,2.0,0.0,21.0
3439,2022,21,hulkenberg,0.0,0.0,22.0
3440,2022,22,max_verstappen,429.0,14.0,1.0
3441,2022,22,leclerc,290.0,3.0,2.0
3442,2022,22,perez,290.0,2.0,3.0
3443,2022,22,russell,265.0,1.0,4.0
3444,2022,22,sainz,234.0,1.0,6.0
3445,2022,22,hamilton,240.0,0.0,5.0
3446,2022,22,norris,113.0,0.0,7.0
3447,2022,22,ocon,86.0,0.0,8.0
3448,2022,22,alonso,81.0,0.0,9.0
3449,2022,22,bottas,49.0,0.0,10.0
3450,2022,22,ricciardo,35.0,0.0,12.0
3451,2022,22,vettel,36.0,0.0,11.0
3452,2022,22,kevin_magnussen,25.0,0.0,13.0
3453,2022,22,gasly,23.0,0.0,14.0
3454,2022,22,stroll,14.0,0.0,15.0
3455,2022,22,mick_schumacher,12.0,0.0,16.0
3456,2022,22,tsunoda,12.0,0.0,17.0
3457,2022,22,zhou,6.0,0.0,18.0
3458,2022,22,albon,4.0,0.0,19.0
3459,2022,22,latifi,2.0,0.0,20.0
3460,2022,22,de_vries,2.0,0.0,21.0
3461,2022,22,hulkenberg,0.0,0.0,22.0
